Vardas367           Pavarde367  1  4  1  5  1  4  5  2  2  1  6  3  1  3  4  1 ; final points 1.75
Vardas2257         Pavarde2257  4  1 10  9  8  1  5  3  9  6  8  1  8  6  4  4 ; final points 4.61
Vardas8874         Pavarde8874  6  9  1 10  4  1  4 10  1  2  4  8  7  6 10  4 ; final points 4.61
Vardas1019         Pavarde1019  4  5  6  8  5 10  5  9  8  7  9  7  8  5 10  3 ; final points 4.63
Vardas4552         Pavarde4552  7  6  6  9  7  7  6  7  4  9  9 10  2 10  7  3 ; final points 4.63
Vardas3227         Pavarde3227  4  9 10 10 10  1  7  8  8  9  4  7  8  2  9  3 ; final points 4.63
Vardas3099         Pavarde3099  7  8  5  9  8  8  7  6  6 10 10 10  3  6  3  3 ; final points 4.63
Vardas6723         Pavarde6723  2 10  1  4  6  5  6  2  4  3  2  2  7  1  6  5 ; final points 4.63
Vardas9996         Pavarde9996  3  3  6  3  8  9  2  4  6  3  4  7  1  1  1  5 ; final points 4.63
Vardas2974         Pavarde2974  4  1  8  3  9  9 10  4  2  2  1  2  2  1  3  5 ; final points 4.63
Vardas5209         Pavarde5209  6  5  5  6  1  1  2  3  2  4  7 10  7  1  1  5 ; final points 4.63
Vardas5331         Pavarde5331  8  6  9  1  4  5  7  2  7  4 10  9  7  2  3  4 ; final points 4.64
Vardas5675         Pavarde5675  8  4  1  1  7  8  1 10  1  8  9  7  6  6  7  4 ; final points 4.64
Vardas642           Pavarde642  1  5  9  3  8  8  2  6  3 10  2  9  8  4  6  4 ; final points 4.64
Vardas2907         Pavarde2907  4 10  1 10  4  6  3  5  5  7  4 10  5  5  5  4 ; final points 4.64
Vardas3470         Pavarde3470  8  9  3  8 10  8  2  1  1  3  9  4  4  8  6  4 ; final points 4.64
Vardas5849         Pavarde5849  3 10  5  7  2  5  4  7  2 10  2  8  9  1  9  4 ; final points 4.64
Vardas7678         Pavarde7678  9  5  9  5  2  6 10  3  7  8  6  3  1  5  5  4 ; final points 4.64
Vardas5336         Pavarde5336  6  9  4  5  9  5  5  1  1  2  4  9  9  5 10  4 ; final points 4.64
Vardas6124         Pavarde6124  4  8  7  9  4  5  7 10  8  4  3  3  7  3  2  4 ; final points 4.64
Vardas3795         Pavarde3795  5  2  2 10  7  1  9  4  6  6  6  4  9  7  6  4 ; final points 4.64
Vardas1701         Pavarde1701 10  8  5  2  9  7  2  1  4  4  7 10  8  3  4  4 ; final points 4.64
Vardas7032         Pavarde7032  5  2  8  8  5  9  1  9  8  3  6  3 10  4  3  4 ; final points 4.64
Vardas6296         Pavarde6296  4  9  9 10  2  4  1  4 10  5  7  4  2  6  7  4 ; final points 4.64
Vardas4178         Pavarde4178  5  8  6  1  3  4  1  5 10  6 10  7 10  7  1  4 ; final points 4.64
Vardas3154         Pavarde3154  5  1  9  1  7 10  3  1  3  6  8  4  9  7 10  4 ; final points 4.64
Vardas2026         Pavarde2026  7  9  7  8  4  3  4  9  3  6  3  4  3  5  9  4 ; final points 4.64
Vardas6231         Pavarde6231  9  5 10 10  2  5  2  8  8  9  2  1  5  4  4  4 ; final points 4.64
Vardas3699         Pavarde3699  3  7  1  3  6  3 10  7  6  6 10  6  4  7  5  4 ; final points 4.64
Vardas3866         Pavarde3866  7  8  6  9  4  2  4 10  2  9  7  8  2  4  2  4 ; final points 4.64
Vardas2208         Pavarde2208  5  6  5 10  8  2  2  5  9  6  3  3  3 10  7  4 ; final points 4.64
Vardas8390         Pavarde8390  8 10 10  5  5  2  3  5  8  2  7  7  8  1  3  4 ; final points 4.64
Vardas2550         Pavarde2550  8  1  5 10 10  3  6  5  3 10  3  6  3  4  7  4 ; final points 4.64
Vardas390           Pavarde390  8  8  4  6  2  5  3  8  8  8  2  7  9  1  5  4 ; final points 4.64
Vardas6834         Pavarde6834  6 10  6  7  3 10  4  3  8  4  7  4  3  3  6  4 ; final points 4.64
Vardas5467         Pavarde5467 10  3  8 10  2  4  7  4  4  5  8  1 10  4  4  4 ; final points 4.64
Vardas3306         Pavarde3306  3  3  4  8  4  8  4 10  5  7  4  6  8  4  6  4 ; final points 4.64
Vardas8309         Pavarde8309  3  2 10  1  8  4  4  9  9  7  8  7  7  3  2  4 ; final points 4.64
Vardas4960         Pavarde4960  7  1  7  3  8  9  5  5  5  6  2 10  5  2  9  4 ; final points 4.64
Vardas6573         Pavarde6573  5  5  2  6  8  2  8  1  9  6  3  8  9  9  3  4 ; final points 4.64
Vardas4249         Pavarde4249 10  8  1  9  3  1  1  3  1  1  8  5  2  1  8  5 ; final points 4.65
Vardas9202         Pavarde9202 10 10  6 10  1  9  7  9  7  6  7  5  5  6  9  3 ; final points 4.65
Vardas2058         Pavarde2058  7  7  9 10  9  4  1  4 10  9  7 10  9  6  5  3 ; final points 4.65
Vardas1170         Pavarde1170  8  6  6  5  2  2  2  1 10  7  5  1  1  1  5  5 ; final points 4.65
Vardas2359         Pavarde2359 10 10  9  8  2 10  8  5  8 10  5  7  2  4  9  3 ; final points 4.65
Vardas9747         Pavarde9747  7 10  1  1  2  6  1  4  9  4  2  1  7  1  6  5 ; final points 4.65
Vardas2460         Pavarde2460  3  5  8  7  5  1  7  1  2  3  5  2  1  5  7  5 ; final points 4.65
Vardas3772         Pavarde3772  4  1 10  7  9  5  4  7 10 10 10  5  8  7 10  3 ; final points 4.65
Vardas2862         Pavarde2862  8  5  5  7  4  1  2  7  4  2  4  3  2  1  7  5 ; final points 4.65
Vardas1039         Pavarde1039  8  9  1  3  4  2  6 10 10 10  3  3  7  7  2  4 ; final points 4.67
Vardas6072         Pavarde6072  1 10  4  7  7 10  3  8  7  3  1  3  9  5  7  4 ; final points 4.67
Vardas9149         Pavarde9149  3  3 10  7  6  8  3  5  1  8  3  7  7  6  8  4 ; final points 4.67
Vardas4759         Pavarde4759  8  3  8 10  7  4  3  3  7  4  5  3  4  8  8  4 ; final points 4.67
Vardas8143         Pavarde8143  1  7  3  4  3  7  7 10  9 10  6  2  2  8  6  4 ; final points 4.67
Vardas7666         Pavarde7666  2  5  9  9  8  3  7 10  4  8  5  1  5  4  5  4 ; final points 4.67
Vardas7615         Pavarde7615  7  9  2  4  7  9  4  9  6  7  2  7  5  3  4  4 ; final points 4.67
Vardas9418         Pavarde9418 10  8  3  9  4  6  1  8  9  2 10  1  3  7  4  4 ; final points 4.67
Vardas8131         Pavarde8131  6  2  6  7  7  7  6  5  4  4  5  5  6  8  7  4 ; final points 4.67
Vardas1399         Pavarde1399  9  2  8  5  2  2  7 10 10  5  1  1  6 10  7  4 ; final points 4.67
Vardas2766         Pavarde2766  9  1 10  3  8  7  8  1  3  4  8  1  9  3 10  4 ; final points 4.67
Vardas190           Pavarde190  2 10  9  2  3  2  6  5  4 10  7 10  8  1  6  4 ; final points 4.67
Vardas3097         Pavarde3097  9  7  9  3  7  2 10  1 10  9  2  5  1  3  7  4 ; final points 4.67
Vardas4137         Pavarde4137  5  8  6  9  8  1  3  2  6  6  8  6  7  9  1  4 ; final points 4.67
Vardas9676         Pavarde9676  7  9  7  2  9  2  8  6 10  2  9  1  5  4  4  4 ; final points 4.67
Vardas8632         Pavarde8632  6  3  6  1  6  9  9  3  1  6  4  8  4 10  9  4 ; final points 4.67
Vardas4838         Pavarde4838  9  3 10  9  1  4  2  4  7  1  9  6  8  6  6  4 ; final points 4.67
Vardas3224         Pavarde3224  6  9  5  8 10  9  3  7  2  9  3  3  1  5  5  4 ; final points 4.67
Vardas6129         Pavarde6129 10  8  5  4  8  7  6  4  6  8  8  1  3  1  6  4 ; final points 4.67
Vardas2584         Pavarde2584  7  4  2  9  8  2  8  2  5  7  3  9  3  6 10  4 ; final points 4.67
Vardas9830         Pavarde9830  8  6  8  6  1  3  5  8  4  8  7  1 10  9  1  4 ; final points 4.67
Vardas4189         Pavarde4189  6  7  7  5  2  8 10  4  2  4  7  3  7  9  4  4 ; final points 4.67
Vardas5014         Pavarde5014  4  3  3  6 10  7  5  2  8  3  7  5  7 10  5  4 ; final points 4.67
Vardas7624         Pavarde7624  1  5  3  8  8  8  5  3  4  7  1  8 10  9  5  4 ; final points 4.67
Vardas7973         Pavarde7973  7  1  5  1 10  9  4  8  1 10 10  8  3  7  1  4 ; final points 4.67
Vardas2633         Pavarde2633 10  6  2  5  1  2  3  8  9  7  1  5 10  9  7  4 ; final points 4.67
Vardas1789         Pavarde1789  6  2 10 10  7  2  4  8  3  4  3  1  6 10  9  4 ; final points 4.67
Vardas3731         Pavarde3731  4  6  5  8  5  9  8  6  4  7  8  2  2  1 10  4 ; final points 4.67
Vardas2126         Pavarde2126  4  5  6  7  9  2  7  8  4  5 10  5  1  2 10  4 ; final points 4.67
Vardas3489         Pavarde3489  5  3 10  5  1  5  3  9  8  4  4  2 10  7  9  4 ; final points 4.67
Vardas2155         Pavarde2155  4 10  6  2  3  7  2  8  7  5  1  8  4  8 10  4 ; final points 4.67
Vardas586           Pavarde586  8 10  3 10  8  4  8  1  2  3  7  9  4  6  2  4 ; final points 4.67
Vardas1766         Pavarde1766  9  3  4  6  5  1  2 10  8  8  5  7  4  7  6  4 ; final points 4.67
Vardas1519         Pavarde1519  9 10  1  9  1 10  4  7  7  1  3  4 10  2  7  4 ; final points 4.67
Vardas3193         Pavarde3193  8  6  2 10  3 10  5  7  5  7  2  5  3  7  5  4 ; final points 4.67
Vardas7885         Pavarde7885  7  8  3  9  5  6  5  8  1  9  2  9  6  2  5  4 ; final points 4.67
Vardas669           Pavarde669  4  6  3 10  2  5  7 10  2  5  4  7 10  1  9  4 ; final points 4.67
Vardas9336         Pavarde9336  8  5  9  4  6  4  1 10 10 10  4  4  4  3  3  4 ; final points 4.67
Vardas1223         Pavarde1223  5  8  1  3 10  2 10  5  5  4 10  5  7  7  3  4 ; final points 4.67
Vardas7514         Pavarde7514  8  8  5  5  1  8  8  2  5  1  8  7  9  9  1  4 ; final points 4.67
Vardas5152         Pavarde5152  5  4  9  6  6  9  4  3  7  1  5  7  9  5  5  4 ; final points 4.67
Vardas5179         Pavarde5179  8  5  6 10  3  8  1  9  3  7  6  1  8  8  2  4 ; final points 4.67
Vardas1501         Pavarde1501  9 10  7  4  8  7  1  1  8  5  3  3 10  5  4  4 ; final points 4.67
Vardas1747         Pavarde1747  9  8  5  6  5  7  3  5  6  4  5  2  7  6  7  4 ; final points 4.67
Vardas2037         Pavarde2037  1  7  7  9  4 10  5  3  4  3  9 10  6  5  2  4 ; final points 4.67
Vardas5625         Pavarde5625 10  7  7  2  6  5  6  7  7  4 10  7  1  2  4  4 ; final points 4.67
Vardas7988         Pavarde7988  9  1  2  2 10  6  3  6 10  3  9  5  9  9  1  4 ; final points 4.67
Vardas5593         Pavarde5593  2  7  1  4  5  3 10  3  7  4  8 10  1 10 10  4 ; final points 4.67
Vardas3332         Pavarde3332  4 10  6  6  8  1 10  2  6  9  5  6  4  2  6  4 ; final points 4.67
Vardas9373         Pavarde9373  7  4  9  8 10  5  3  9  2  8  1  8  3  4  4  4 ; final points 4.67
Vardas84             Pavarde84  5  8  5  1  7  5  2  5  4  1  3  4  5  5  3  5 ; final points 4.68
Vardas6849         Pavarde6849  8  8  4  3  7 10  2  5  2  1  3  2  2  1  5  5 ; final points 4.68
Vardas4675         Pavarde4675  2  1  3  4  7  3  4  8  3  2  9  9  1  5  2  5 ; final points 4.68
Vardas2346         Pavarde2346  5  1  2  5 10  1  5  6  1  7  7  2  3  2  6  5 ; final points 4.68
Vardas2722         Pavarde2722 10  1  7  4  1  2  2  3  7  1  7  1  5  5  7  5 ; final points 4.68
Vardas287           Pavarde287  6  5  7 10  5 10  3  9  4  7  7 10 10  9  6  3 ; final points 4.68
Vardas7518         Pavarde7518  6  9  9  6  1  6 10  7  7 10  6  7 10  6  8  3 ; final points 4.68
Vardas7040         Pavarde7040  6  1  6  5  5  2  3  1  8  2  2  5  9  4  4  5 ; final points 4.68
Vardas4260         Pavarde4260 10  3  2  5  1  3  1  2  7  6  1 10  4  2  6  5 ; final points 4.68
Vardas4072         Pavarde4072  8 10 10 10  2 10  1  2  4  2  8  1  2  7  9  4 ; final points 4.69
Vardas10000       Pavarde10000  2 10  4  8  3  9  4  2  7  4  5  7 10  2  9  4 ; final points 4.69
Vardas8132         Pavarde8132  7  8  7  6  8  6  2  1  9  9  7  6  3  2  5  4 ; final points 4.69
Vardas6272         Pavarde6272  5  8  3  2  3  7  9  7  6  9  9 10  1  5  2  4 ; final points 4.69
Vardas691           Pavarde691  3  3  8  9  5  5  3  9  7  6  8  1  8  7  4  4 ; final points 4.69
Vardas467           Pavarde467  7  6  9  7  7  3  7  2  3  1 10  9  4  2  9  4 ; final points 4.69
Vardas5613         Pavarde5613  3  2  9 10  9  1  4  4  6  7 10  5  9  6  1  4 ; final points 4.69
Vardas4660         Pavarde4660  8  2  5  6 10  7  3  1  4  8  2  7  9  7  7  4 ; final points 4.69
Vardas2546         Pavarde2546  4  8  8  4  6  9  4  7  7  9  4  3  5  4  4  4 ; final points 4.69
Vardas3868         Pavarde3868  6 10  5  2  7  9  2 10  3  8  2  5  5  7  5  4 ; final points 4.69
Vardas6075         Pavarde6075  2  5  4 10  2  2 10  8  2  8  7  6 10  8  2  4 ; final points 4.69
Vardas9284         Pavarde9284 10  4  6  3 10  7  6  4  2  1  9 10  4  3  7  4 ; final points 4.69
Vardas1363         Pavarde1363  1  7 10  6  8  7  2  7 10 10  3  1  2  4  8  4 ; final points 4.69
Vardas884           Pavarde884 10 10  1  9  1  5  2  7  2  3  7 10  8  4  7  4 ; final points 4.69
Vardas9904         Pavarde9904  1  2  9  1  9  8 10  8  4  7  5  1  6 10  5  4 ; final points 4.69
Vardas1578         Pavarde1578  3  6  4  6  8  3  8  7  9  1  7  6  6  5  7  4 ; final points 4.69
Vardas9352         Pavarde9352  3  3  1 10  5 10  4  5 10  9  1  5 10  3  7  4 ; final points 4.69
Vardas1714         Pavarde1714  6  9  4  6  3  5  3  3  7  9  6  9  6  8  2  4 ; final points 4.69
Vardas7144         Pavarde7144  9  1  8  3  3  8  5  2  8  7  8  9  6  8  1  4 ; final points 4.69
Vardas2036         Pavarde2036 10  8  5  2 10  6 10  7  7  4  5  7  1  3  1  4 ; final points 4.69
Vardas9736         Pavarde9736  8  8  6 10  6  4  6  1  7  4  2  5  7  8  4  4 ; final points 4.69
Vardas373           Pavarde373  4  6  3  6  8  9  2  8  2  6  3 10  8  1 10  4 ; final points 4.69
Vardas3716         Pavarde3716  7  7  5  8  1  9  5  9  6  7  7  8  5  1  1  4 ; final points 4.69
Vardas4980         Pavarde4980  5  8  4  8  9  7  1  5  5  5  1  9  8  6  5  4 ; final points 4.69
Vardas5109         Pavarde5109  8  2  6  2  7  3  6  9  4  7  3  8  8  6  7  4 ; final points 4.69
Vardas9765         Pavarde9765  3  4  1  9  6  8  3  6  6 10  6  1  8  5 10  4 ; final points 4.69
Vardas7376         Pavarde7376  5  1  1 10  4 10  9  5  8  9  7  2  3 10  2  4 ; final points 4.69
Vardas3246         Pavarde3246  5  3  4  4  8  5 10  9  2  1  7 10  4  6  8  4 ; final points 4.69
Vardas7178         Pavarde7178  5  7  6  5  6  6 10  4  6  4  5  8  3  6  5  4 ; final points 4.69
Vardas5778         Pavarde5778  1  3  7  8 10  9 10  4  8  4  7  6  1  1  7  4 ; final points 4.69
Vardas4872         Pavarde4872  7  7  4  3  4  7 10 10  9  1  7  4  5  5  3  4 ; final points 4.69
Vardas3340         Pavarde3340  1  9  8  4  5  5  3  8  7  4  3  5  9 10  5  4 ; final points 4.69
Vardas2301         Pavarde2301  9  7  1  1  4  8  1  6  4 10  4  7  9  9  6  4 ; final points 4.69
Vardas3997         Pavarde3997  3  1  4  1  9  8  8 10  9  1 10  4  6  5  7  4 ; final points 4.69
Vardas6456         Pavarde6456  5  3  6  6  3  7  6  7  6  3 10  9  1  8  6  4 ; final points 4.69
Vardas3622         Pavarde3622  6  3  3  6  8  7  4  3  8 10  7  6  5  3  7  4 ; final points 4.69
Vardas2925         Pavarde2925  8  9  7  6  1  7  6  4  2  8  7  5  9  5  2  4 ; final points 4.69
Vardas4422         Pavarde4422  7 10  8  1 10  1  1  2  9 10  4  7  2  8  6  4 ; final points 4.69
Vardas3775         Pavarde3775 10  4  1  6  5  8  2  1  6  7 10  2 10  9  5  4 ; final points 4.69
Vardas8077         Pavarde8077  9  4  9  6  1 10  8  1  8  3 10  3  3  5  6  4 ; final points 4.69
Vardas2579         Pavarde2579 10  3  8  8  2 10 10 10  8  3  9  3  7  8 10  3 ; final points 4.71
Vardas3722         Pavarde3722  1  4  6  6  6  3  4  1  7  3  3 10  6  1  3  5 ; final points 4.71
Vardas5178         Pavarde5178  7  7  1  3  2  5  1  2  6  5  2  2  8 10  3  5 ; final points 4.71
Vardas3776         Pavarde3776  1  6  1  4  8  4  6  4  3  1  2  2  9  3 10  5 ; final points 4.71
Vardas4190         Pavarde4190  4  1  5 10  6  8  2  8  5  2  4  2  4  1  2  5 ; final points 4.71
Vardas5008         Pavarde5008  5  1  1  6 10  5  6  4  1  1  3  5  4  6  6  5 ; final points 4.71
Vardas3116         Pavarde3116  2  4  3  5  5  9  3  7  3  1  8  6  2  1  5  5 ; final points 4.71
Vardas3264         Pavarde3264  8  4  7  6  6  3  1  6  1  2  2  3  6  7  2  5 ; final points 4.71
Vardas2739         Pavarde2739 10  9  1 10 10  9  9  8  4  4  8  6  9  3  9  3 ; final points 4.71
Vardas180           Pavarde180  2 10  1  2  3 10  7  2  2  7  1  1  2  4 10  5 ; final points 4.71
Vardas2749         Pavarde2749  2  4  2  3  4  4  5  1  3  2  8  2  8  8  8  5 ; final points 4.71
Vardas7887         Pavarde7887 10  4  9  5 10  3 10  9  6  3  6 10 10 10  4  3 ; final points 4.71
Vardas161           Pavarde161  1  8  2  8  7  5  9  6 10  6  5  4  7  7  2  4 ; final points 4.72
Vardas6027         Pavarde6027 10 10  9  8  4  5  8  1  4  3  2  7  4 10  2  4 ; final points 4.72
Vardas5571         Pavarde5571  7  3  9  6  5  8  7  4  5  3  5  8  7  5  5  4 ; final points 4.72
Vardas7574         Pavarde7574  6  8  8  4  6 10  5  4  7  6  8  3 10  1  1  4 ; final points 4.72
Vardas4278         Pavarde4278  1  4  8  6 10  7  2  5 10  3 10  6  6  7  2  4 ; final points 4.72
Vardas1755         Pavarde1755  9  9  7  3  8 10  3  7  5  6  8  1  3  4  4  4 ; final points 4.72
Vardas9095         Pavarde9095  7  3  8  5  9  3  4  6  7  6  6  5 10  4  4  4 ; final points 4.72
Vardas2484         Pavarde2484  3  7  2  7  5  8  6  2  9 10  3  9  5  9  2  4 ; final points 4.72
Vardas3515         Pavarde3515  1  8  4  8  7  9  1  2  8  7  3  9  5  6  9  4 ; final points 4.72
Vardas6242         Pavarde6242  4  5  8  2  1  6  1  6  8  9  5  6  7  9 10  4 ; final points 4.72
Vardas1201         Pavarde1201  6  1  9  6  4  9  6  5  9  1  4  8 10  4  5  4 ; final points 4.72
Vardas381           Pavarde381  3  3  6  1  4  7  7  3  9  6  7  8  7  6 10  4 ; final points 4.72
Vardas7927         Pavarde7927  2  8  7  2  5  4  4  3  6 10  9  9  5  5  8  4 ; final points 4.72
Vardas5848         Pavarde5848 10  9  6  9  7  4  6  3  7  8  2  5  1  1  9  4 ; final points 4.72
Vardas1171         Pavarde1171  5  9  8  3  4  6  2  8 10  2  4  8  7  8  3  4 ; final points 4.72
Vardas7081         Pavarde7081  4  8  7  8  8  9  7  5  1  1  8  8  5  2  6  4 ; final points 4.72
Vardas5218         Pavarde5218  6  3 10  9  9  1  8  8  1  9  2  3  3  8  7  4 ; final points 4.72
Vardas8177         Pavarde8177  3  7  4  5  3  1  4  4  8  9  9  9  9  3  9  4 ; final points 4.72
Vardas7966         Pavarde7966 10  1  9  2  1 10  5  5  4  5  8  9  9  6  3  4 ; final points 4.72
Vardas4139         Pavarde4139  4  5  1  4  6  1  9 10  4  9  9  9  2  6  8  4 ; final points 4.72
Vardas7660         Pavarde7660  2  9  8  4  4  4  9  6  9  2  4  6  3 10  7  4 ; final points 4.72
Vardas5172         Pavarde5172  2  1 10  3  5  9  7  3  6  6  7  8  4  9  7  4 ; final points 4.72
Vardas6268         Pavarde6268  6  4  3  2 10  8 10  1  4  5  9 10  2  9  4  4 ; final points 4.72
Vardas5544         Pavarde5544 10  4  1  9 10  7  3  6  4  4  8  2  7  3  9  4 ; final points 4.72
Vardas4530         Pavarde4530  4  7  5 10  6  6  1  8  5  1 10  8  4  3  9  4 ; final points 4.72
Vardas2465         Pavarde2465 10  4  5  4  6  6 10  1  8  7  6  4  5  4  7  4 ; final points 4.72
Vardas114           Pavarde114  3  5  1  7  9  3 10  6  8  3  2  6  9  8  7  4 ; final points 4.72
Vardas3286         Pavarde3286  5  9  1  2  7  7  9  5 10  9  8  3 10  1  1  4 ; final points 4.72
Vardas7215         Pavarde7215 10  6 10  8  3  2  5  3  6  6 10  4  4  8  2  4 ; final points 4.72
Vardas7795         Pavarde7795  9  9 10  6  5  4  1  8  9  1  4  9  1  3  8  4 ; final points 4.72
Vardas852           Pavarde852  7  8 10  4  1  2  7  1 10  8  2  7  3  7 10  4 ; final points 4.72
Vardas509           Pavarde509  3  4  6  8  7 10  5  5  4  2  4 10  7  3  9  4 ; final points 4.72
Vardas3857         Pavarde3857  7  6  6  4  3  6  5  9  6  6  9  4  4  6  6  4 ; final points 4.72
Vardas3633         Pavarde3633  2  6  8  4  3  6  7  9 10  3  9  7  4  7  2  4 ; final points 4.72
Vardas318           Pavarde318  7  2  1  4  6  9  9  2  4  8  7  5  6  7 10  4 ; final points 4.72
Vardas446           Pavarde446  6 10  9  6  1  2  7  2  8  7  9  1  4 10  5  4 ; final points 4.72
Vardas4149         Pavarde4149  1  6  6  7  9  9  6  7  4  9  3  3  5  3  9  4 ; final points 4.72
Vardas3735         Pavarde3735  2  7  3  1  7  6  4  9  7 10  5  4  8  5  9  4 ; final points 4.72
Vardas7707         Pavarde7707  5  4  4  8  7  3  3 10 10  5  1  7  6  6  8  4 ; final points 4.72
Vardas7710         Pavarde7710 10  3  7  9  1  7 10  8  9  1  7  1  7  6  1  4 ; final points 4.72
Vardas320           Pavarde320  8  7  8  3  2  1 10  5  9  6 10  3  4  6  5  4 ; final points 4.72
Vardas2238         Pavarde2238  5  4  7  9  1  2 10  8  4  5  5  6  6  5 10  4 ; final points 4.72
Vardas9311         Pavarde9311 10  6 10  8  9  2  5  1  6  9  3  3  8  2  5  4 ; final points 4.72
Vardas2905         Pavarde2905  2  2  6  7  1  4  6 10  4 10  3  8 10  5  9  4 ; final points 4.72
Vardas8347         Pavarde8347  4 10  8  2  4  9 10  8  3  3  3  7  8  5  3  4 ; final points 4.72
Vardas8906         Pavarde8906  3  3  5  2  6  3  6  7  5  2 10  2  2  6  3  5 ; final points 4.73
Vardas38             Pavarde38  1  9  5  3  4  3  7  3  5  8  2  4  2  6  3  5 ; final points 4.73
Vardas296           Pavarde296  3  4  8  5  7  3  6  3  3  3  4  8  1  1  6  5 ; final points 4.73
Vardas5442         Pavarde5442  5  7  2  4  4  6  3  2  5  6  1  1  7  3  9  5 ; final points 4.73
Vardas7908         Pavarde7908  9  8  6  9  7  8 10  6  3  9  7  8  9  6  5  3 ; final points 4.73
Vardas2891         Pavarde2891  4  1  1  1  2  9  6  9  1  3 10  6  1  3  8  5 ; final points 4.73
Vardas5134         Pavarde5134  3  2  4  7  3 10  9  1  3  3  1  2  6  6  5  5 ; final points 4.73
Vardas6286         Pavarde6286  1  1  4  5  6  6  1  2  6  2  4  4 10  9  4  5 ; final points 4.73
Vardas1243         Pavarde1243  7  5  8  1  1  4  1  9  9  5  6  5  1  2  1  5 ; final points 4.73
Vardas2100         Pavarde2100  2  4  2  4  3  5  1 10  3  6  8  8  3  2  4  5 ; final points 4.73
Vardas8189         Pavarde8189  3  2  3  3  9  6  8  7  1  1  7  1  4  4  6  5 ; final points 4.73
Vardas6338         Pavarde6338  3  6  1  8  7  3  2  4  1  1  8  4 10  1  6  5 ; final points 4.73
Vardas6473         Pavarde6473  1  5  1  8  1  8  2 10  2  1  1  8  3  9  5  5 ; final points 4.73
Vardas4873         Pavarde4873  7  6  5  9  8  1  7  6  7  1  3  9  6  8  5  4 ; final points 4.75
Vardas2871         Pavarde2871  2  9  9 10  5  6  2  6  5  5  2  7  9  6  5  4 ; final points 4.75
Vardas2876         Pavarde2876  7  7  8  1  8 10 10  3  8  7  1  7  3  5  3  4 ; final points 4.75
Vardas6165         Pavarde6165  1  9  2 10  6 10  5  8  1  8  5  8  4  2  9  4 ; final points 4.75
Vardas7213         Pavarde7213  6  5 10  2  7  9  3  6  1  9  4  5  6  9  6  4 ; final points 4.75
Vardas4302         Pavarde4302  5  4  2 10 10  5  8  6  4 10  6  5  3  8  2  4 ; final points 4.75
Vardas7930         Pavarde7930  5 10  4  8  5  4  5  7  6  8  3  5 10  2  6  4 ; final points 4.75
Vardas9756         Pavarde9756  3  8  5  9  5  1  9 10  7  3  2  6  9  9  2  4 ; final points 4.75
Vardas2365         Pavarde2365  4  9  8  5  8  7  7  6  6  8  3  7  6  2  2  4 ; final points 4.75
Vardas2086         Pavarde2086 10  8  2  7  6  5  4  9  4  2  9  4  3  9  6  4 ; final points 4.75
Vardas2371         Pavarde2371  3  7  5  1 10  2  7  8  5  5  7 10  4 10  4  4 ; final points 4.75
Vardas2689         Pavarde2689  1  9 10  8  9 10  1  8  4  3  9  2  9  2  3  4 ; final points 4.75
Vardas2014         Pavarde2014  3  2  3  1  2  8 10  6  5  7  9 10  6 10  6  4 ; final points 4.75
Vardas2723         Pavarde2723  5  5  6 10  8 10 10  4  6  8  2  1  5  2  6  4 ; final points 4.75
Vardas8623         Pavarde8623  7  6  6  6  6  5  5  7  7  2 10  7  9  1  4  4 ; final points 4.75
Vardas2983         Pavarde2983  9  9 10  3  5  9  1  7  5  4  9  5  3  2  7  4 ; final points 4.75
Vardas1204         Pavarde1204  4  1  9  9  7  8  5  4  4  5  3  5  7  9  8  4 ; final points 4.75
Vardas7768         Pavarde7768 10  8  8  4  9  6  4  5  7  5  2  7  7  4  2  4 ; final points 4.75
Vardas5330         Pavarde5330  6  4  7  5  8  6  8  2  2  3 10  7  8 10  2  4 ; final points 4.75
Vardas5841         Pavarde5841  3  3 10  4  6 10  6  2  8 10  1  6  7  5  7  4 ; final points 4.75
Vardas6677         Pavarde6677  3  3 10 10 10  9  6  2  5  4  5  5  3  3 10  4 ; final points 4.75
Vardas1688         Pavarde1688  7  4  4  8  2  3  8 10  9  6  6  3  4  8  6  4 ; final points 4.75
Vardas300           Pavarde300  7  8  8  2  4 10  4  9 10  8  1  5  1 10  1  4 ; final points 4.75
Vardas6043         Pavarde6043  8  3  6  9  5  4  5  3  8  8  4 10  9  3  3  4 ; final points 4.75
Vardas4391         Pavarde4391  1  3  8  3  1  1  1  2  3  1  1  5  2  9  2  6 ; final points 4.75
Vardas4510         Pavarde4510  1  6 10  9  1  3  3  2  9  7 10 10  4  6  7  4 ; final points 4.75
Vardas4692         Pavarde4692  8  2 10  4 10  6  6  5  1  9  7  8  1  7  4  4 ; final points 4.75
Vardas8757         Pavarde8757  6  2  9  5  5  3  6 10  9  3  9  5  4  6  6  4 ; final points 4.75
Vardas5224         Pavarde5224  9  3  9  9  6  6  5  4  6  8  5  2  3  3 10  4 ; final points 4.75
Vardas2801         Pavarde2801  9 10  1  2  6  6  5  9  5  1  7  5  7  8  7  4 ; final points 4.75
Vardas5009         Pavarde5009  7  5  7  8  4  5  2  2 10  5 10 10  2  8  3  4 ; final points 4.75
Vardas7579         Pavarde7579 10  9  5  5  5  6  9  8  9  4  1  9  3  3  2  4 ; final points 4.75
