Vardas5459         Pavarde5459  2  2  5  5  8  4  9  4  6  1  1  7 10  6  5  5 ; final points 5.00
Vardas7036         Pavarde7036 10  2  9  1  8  6  5  5  1  7  3  5  7  5 10  9 ; final points 7.64
Vardas9831         Pavarde9831 10 10  9  6  9 10  5  7  3  5  3  2  1  3  1  9 ; final points 7.64
Vardas5996         Pavarde5996  2  3  9  5 10  4 10  3  8  9  1  5  8  5  2  9 ; final points 7.64
Vardas9999         Pavarde9999  9  3  9  3  5  6  3  8  1  3 10  5  4 10  5  9 ; final points 7.64
Vardas3393         Pavarde3393  1  2  4  9  7  3  7  5 10  5  2  5  6 10  8  9 ; final points 7.64
Vardas2671         Pavarde2671  3 10  3  1  8  6  3  9  9  7  9  7  3  1  5  9 ; final points 7.64
Vardas753           Pavarde753  4  6  1  7  4  7  9  9  6  6  2  5 10  6  2  9 ; final points 7.64
Vardas4563         Pavarde4563  6  9  5  2  8  4  3  7  8  1 10  7  5  7  2  9 ; final points 7.64
Vardas6182         Pavarde6182  5  4  3  4  6  2  4  5  8  9 10  5  8  3  8  9 ; final points 7.64
Vardas9865         Pavarde9865 10  5 10  5  5  3  7  9  7  3  6  7  3  3  1  9 ; final points 7.64
Vardas5082         Pavarde5082  4  2  7  7  4  4  1  8  3  5 10  7  9 10  3  9 ; final points 7.64
Vardas1822         Pavarde1822  2 10  5  4  8  5  4  4  2 10  8 10  5  1  6  9 ; final points 7.64
Vardas1003         Pavarde1003  6  6  2  6  1  8  3  9  3  7  4  7  2 10 10  9 ; final points 7.64
Vardas1575         Pavarde1575  4  4 10  4 10  2  1  6  3  9  1 10  9  1 10  9 ; final points 7.64
Vardas6098         Pavarde6098 10  2 10  3  8  2  3  2  3 10  7 10  3  3  8  9 ; final points 7.64
Vardas5797         Pavarde5797  9  7  7 10  1  4  4  4  2  4  8  7  2  7  8  9 ; final points 7.64
Vardas2487         Pavarde2487  4  6  1  3  6  9  6  8  4 10  4  8  8  4  3  9 ; final points 7.64
Vardas1554         Pavarde1554  7  1  5  9  6  9  5 10  4  5  5  3  4 10  1  9 ; final points 7.64
Vardas5343         Pavarde5343  5  8  6  4 10  6  6  1  1  6  3  8  6  4 10  9 ; final points 7.64
Vardas3083         Pavarde3083  8  9  5  1  2  2  6  3  7  9  3  7  9  8  5  9 ; final points 7.64
Vardas5483         Pavarde5483  4  2  9  4 10  8  7  6  9  1  6  6  8  2  2  9 ; final points 7.64
Vardas4777         Pavarde4777  3  3  4  1  7  4 10  3  6  9 10  5  4  6  9  9 ; final points 7.64
Vardas8148         Pavarde8148  5 10  1  7 10  4  8  3  5  4  6  1  5 10  5  9 ; final points 7.64
Vardas9607         Pavarde9607 10  2  2  4  4  6  6  4 10 10  5  8  7  4  2  9 ; final points 7.64
Vardas5061         Pavarde5061  9  5  3  1 10  9  4  1 10  2  3  9  2  7  9  9 ; final points 7.64
Vardas3570         Pavarde3570  3 10  7  9  6  2  2  5  3  5  5  1  6 10 10  9 ; final points 7.64
Vardas865           Pavarde865  9  9  8 10  6  3  7  2  4  1  3  3  7  8  4  9 ; final points 7.64
Vardas3069         Pavarde3069  4  1  6  1  3  1  2  6  4  7  8  7  4  2  6 10 ; final points 7.65
Vardas8925         Pavarde8925  7  8  8  2  2  2  1  2  2  2 10  7  5  3  1 10 ; final points 7.65
Vardas8263         Pavarde8263  6 10  7  6  9 10  7  9  3  4 10  8  3  9  6  8 ; final points 7.65
Vardas7685         Pavarde7685  7  4  8  7 10 10  8 10  8  4  9  6  5  5  6  8 ; final points 7.65
Vardas8764         Pavarde8764 10 10  3  9  4  6  4  9 10  8  9  5  9 10  1  8 ; final points 7.65
Vardas402           Pavarde402  4  4  1  8  4  4  4  9  4  3  3  1  2  8  3 10 ; final points 7.65
Vardas4884         Pavarde4884  3  7  9  1  3  5  2  1  9  1  3  4  9  1  4 10 ; final points 7.65
Vardas8354         Pavarde8354  4  8  5 10  4  2  8  8  5  1  9  3 10  4  4  9 ; final points 7.67
Vardas4370         Pavarde4370  3  5 10  9  9  9  5  6  5  8  2  2  9  2  1  9 ; final points 7.67
Vardas122           Pavarde122  3  1  6  3  5 10  9  6  4  9  1 10  6  7  5  9 ; final points 7.67
Vardas1208         Pavarde1208  6  3  7  3  4  5  1  4  3  8 10  7  8  9  7  9 ; final points 7.67
Vardas7782         Pavarde7782  8  3  8  5  6  8  6  4  7  8  4  4  5  5  4  9 ; final points 7.67
Vardas8568         Pavarde8568  6  3  6  8  3  4  2  5  7  6  2  8  7 10  8  9 ; final points 7.67
Vardas2095         Pavarde2095  2  3  8  4  6  7  8  2 10  7 10  3  9  1  5  9 ; final points 7.67
Vardas5198         Pavarde5198 10  5  8  5  6  4  8  2  4  8 10  2  2  2  9  9 ; final points 7.67
Vardas7124         Pavarde7124  7  8  5  1  6  6  4  6  6  1  9  4  5  9  8  9 ; final points 7.67
Vardas3965         Pavarde3965  2  3  5 10  2  6  5  8  8  3  1 10 10  9  3  9 ; final points 7.67
Vardas3588         Pavarde3588  3  6 10  2  8  1  4 10  2  3  9  7  7  3 10  9 ; final points 7.67
Vardas3400         Pavarde3400  8  7  4  8  2  7  3  6  7  3  7  1  4  9  9  9 ; final points 7.67
Vardas3923         Pavarde3923  2  2 10  8  6  4  2  6  4  6  3 10  8 10  4  9 ; final points 7.67
Vardas7775         Pavarde7775  1 10  7  4  7  7  9 10  2  7  3  3  6  3  6  9 ; final points 7.67
Vardas9570         Pavarde9570  8  3  1  3 10  9  6  7  4  7 10  8  6  2  1  9 ; final points 7.67
Vardas2726         Pavarde2726  5 10  5  4  4  8  8  3  4  1  4  9  6  7  7  9 ; final points 7.67
Vardas1717         Pavarde1717  7  2 10  8  3 10  2  2  5  6  5 10  4  6  5  9 ; final points 7.67
Vardas5981         Pavarde5981  7  5  7  1  5  1  9  4  7  5  9  3  9  9  4  9 ; final points 7.67
Vardas8244         Pavarde8244  9  9  1  9  4  7  2  3  6  5  9  6  2  3 10  9 ; final points 7.67
Vardas5230         Pavarde5230  4 10  8 10  7  2 10  4  2  1  6  4  8  1  8  9 ; final points 7.67
Vardas6905         Pavarde6905  6  7  1  5  3 10  8  6  8  6  5  4  8  5  3  9 ; final points 7.67
Vardas8344         Pavarde8344  5  7 10  6 10  1  9  7  3  4  1  5 10  5  2  9 ; final points 7.67
Vardas466           Pavarde466 10  3  6  7  9  4  5  6  2  1 10  8  5  1  8  9 ; final points 7.67
Vardas888           Pavarde888  2  4  9  6  3  5  8  7  7  7  6  1  2  9  9  9 ; final points 7.67
Vardas6294         Pavarde6294  3  8  5  5  8  8  6  8 10  3  4  2  3  7  5  9 ; final points 7.67
Vardas8624         Pavarde8624  8  1  2  3 10  6  3  4  5  9  7 10  4  7  6  9 ; final points 7.67
Vardas8779         Pavarde8779  5  9  9  8  9  5  5  3  4  3  9  6  2  6  2  9 ; final points 7.67
Vardas3569         Pavarde3569  7  7  7  7  3  5  2  3  5 10 10  5  8  5  1  9 ; final points 7.67
Vardas7428         Pavarde7428 10  5  7 10  7  1  6  8  2  1  8  7  2  6  5  9 ; final points 7.67
Vardas3662         Pavarde3662  4  5  1  1  1  9 10  8  4  8  6  2  8  8 10  9 ; final points 7.67
Vardas8181         Pavarde8181  8  6  5  9  7  2 10  5  4  3  4  1  7  6  8  9 ; final points 7.67
Vardas1480         Pavarde1480  6  5  3 10  5  9  1  1  5  9  7  6  5  5  8  9 ; final points 7.67
Vardas3191         Pavarde3191  2  1  5  4  9  2  4  5 10  2  1  1  9  2  6 10 ; final points 7.68
Vardas7771         Pavarde7771  2 10  9 10  6 10 10  2  1  8 10 10  6  9  5  8 ; final points 7.68
Vardas2176         Pavarde2176  2  5  6  3  3  1  2  5  3  4 10  6  8  3  2 10 ; final points 7.68
Vardas7975         Pavarde7975  6  7  6  6 10  5  8  9  8 10 10 10  2  1 10  8 ; final points 7.68
Vardas4499         Pavarde4499  1  3  1  7  5  4  9  3  1  1  8  8  8  1  3 10 ; final points 7.68
Vardas384           Pavarde384 10  5  1  3  3  4  5  6  4  6  4  5  3  3  1 10 ; final points 7.68
Vardas6521         Pavarde6521  2  7  4  1  6  4  2  3  2  1  5  1  7  8 10 10 ; final points 7.68
Vardas666           Pavarde666  8  1  3  4  2  7  8  9  6  3  4  2  3  2  1 10 ; final points 7.68
Vardas3983         Pavarde3983 10  7  5  1  4 10  9  7  7  2  2  7  4  8  3  9 ; final points 7.69
Vardas2311         Pavarde2311 10  7 10  6  7  3  1  4  7 10  4  5  5  4  3  9 ; final points 7.69
Vardas930           Pavarde930 10  8  4 10  3  4  4  7 10  3  8  1  9  1  4  9 ; final points 7.69
Vardas3062         Pavarde3062  8  5  8  1  7  2  2  5  3  8 10 10  6  2  9  9 ; final points 7.69
Vardas3540         Pavarde3540  8  1  4  9  7  6  8  2 10  7  1  9  8  3  3  9 ; final points 7.69
Vardas7004         Pavarde7004  7  7  6  8  1  2  8  3  7  7  9  5  8  3  5  9 ; final points 7.69
Vardas9784         Pavarde9784  6 10  2  5  8  6  4  4  2  3  7  9  5  7  8  9 ; final points 7.69
Vardas2699         Pavarde2699  5  9  3  3  8  2  8  7  7  3  2 10 10  5  4  9 ; final points 7.69
Vardas8278         Pavarde8278  9  6  7  1  8  1  3  9  7  9  3  8  1  8  6  9 ; final points 7.69
Vardas2792         Pavarde2792  9  7  9  8  9  7  2  8  4  4  2  4  1  3  9  9 ; final points 7.69
Vardas834           Pavarde834  2  3  4  8  9  1  5  8  7 10 10  2 10  4  3  9 ; final points 7.69
Vardas6154         Pavarde6154  7  7  3  1 10  4  2  9 10  8  1 10  1  9  4  9 ; final points 7.69
Vardas9382         Pavarde9382 10  7  1 10  8  3  8  1  3  6  6  9  5  1  8  9 ; final points 7.69
Vardas7859         Pavarde7859  9  5  8  1  2  1  8  1  7  5  7  6 10  9  7  9 ; final points 7.69
Vardas8696         Pavarde8696  1  3  6  4  3  8  9  9 10 10 10  2  2  7  2  9 ; final points 7.69
Vardas6559         Pavarde6559  8  7  3  8  1  5  7  3  8 10  1  6  4  9  6  9 ; final points 7.69
Vardas6557         Pavarde6557  9  1  5  8  2  4  8  6  6  5  3  6  9  4 10  9 ; final points 7.69
Vardas9855         Pavarde9855  1  6  7  6  7  8  3  5 10  5  5  1  8  5  9  9 ; final points 7.69
Vardas1029         Pavarde1029  1 10  5  5  9  3  7  6  4  9  9  7  2  4  5  9 ; final points 7.69
Vardas4462         Pavarde4462  9  8  3  1  7  9  3  1  1  5  1 10  9  9 10  9 ; final points 7.69
Vardas6917         Pavarde6917  2  6  8  3  2 10  9  2  7  9  7  4  6  1 10  9 ; final points 7.69
Vardas8419         Pavarde8419  6  7  6  3  3 10  3  3  7  7  8  4  4  7  8  9 ; final points 7.69
Vardas8699         Pavarde8699  9  6  7  3  5  3  6  7  3  5  2  5  7  8 10  9 ; final points 7.69
Vardas922           Pavarde922  2  8  7  8  6  2  1  9  7  8  4  5  7  3  9  9 ; final points 7.69
Vardas847           Pavarde847  6  1 10  9  1  2  2  9  8  7  9  4 10  5  3  9 ; final points 7.69
Vardas4146         Pavarde4146  8  6  9  1  2 10  1  5  9  9  1  9  7  2  7  9 ; final points 7.69
Vardas8225         Pavarde8225  4  1  8 10  4  5  7  5  1 10  6  6  6  3 10  9 ; final points 7.69
Vardas4993         Pavarde4993  1  9  2 10  3  2  4  8 10  8  6  6  1  7  9  9 ; final points 7.69
Vardas4309         Pavarde4309  2  6  2  4  7  5  9  8  7  9  3  9 10  1  4  9 ; final points 7.69
Vardas8465         Pavarde8465  3  9  7  3  5  8  3  2  5  7 10  4  5  8  7  9 ; final points 7.69
Vardas5141         Pavarde5141  2  4  1  5  1  8 10  9  8 10  8  8  6  2  4  9 ; final points 7.69
Vardas6083         Pavarde6083  5  8  7  5  2  6  3  3  4  1  9  4  3  3  1 10 ; final points 7.71
Vardas3955         Pavarde3955  5  5  1  1  3  6  1  3 10  2  2 10  7  2  6 10 ; final points 7.71
Vardas2594         Pavarde2594  5 10  6  1  2  3  4  4  5  2  4  8  4  1  5 10 ; final points 7.71
Vardas407           Pavarde407  1  6  1  7  1  1  1  5  6  6  9  7  7  5  1 10 ; final points 7.71
Vardas9672         Pavarde9672  6 10  3  3  9  4  1  4  8  1  2  1  5  1  6 10 ; final points 7.71
Vardas3176         Pavarde3176  9  8  4  9  2  2  2  2  8  1  1  4  1  1 10 10 ; final points 7.71
Vardas4200         Pavarde4200  3  4  2 10  8  4  2  8  2  1  8  1  7  3  1 10 ; final points 7.71
Vardas8556         Pavarde8556  5  6  6  1  7  1  1  4  7  5  4  4  6  6  1 10 ; final points 7.71
Vardas4929         Pavarde4929  7  8  8  3  7  4 10  9  9  6  7  5  7  9 10  8 ; final points 7.71
Vardas6624         Pavarde6624  8  3  5  4  8  2  1  3  5  3  5  4  2  9  2 10 ; final points 7.71
Vardas4678         Pavarde4678 10  4  8  9  9 10  2 10 10  5  9  4  4  5 10  8 ; final points 7.71
Vardas2655         Pavarde2655  9 10  5  3  4  6  5  6  9  3  1  3  5 10  8  9 ; final points 7.72
Vardas7041         Pavarde7041  8  1  1  6  6 10  3  7  5  7  9  8  5 10  1  9 ; final points 7.72
Vardas7197         Pavarde7197  1  6  8 10  6  4  3  1 10  7  5  9  5  7  5  9 ; final points 7.72
Vardas9677         Pavarde9677  5  5  8  8  3  9  6  3  5  9  1  6  3 10  6  9 ; final points 7.72
Vardas1049         Pavarde1049  5  4  8  5  4  8  9  6  6  4  6  6  2  9  5  9 ; final points 7.72
Vardas6738         Pavarde6738  6  7  7  1  3  2  5 10  4  8  9  6  8  9  2  9 ; final points 7.72
Vardas8409         Pavarde8409  2  9  6  4  7  9  3  5  7  8  6  7  6  7  1  9 ; final points 7.72
Vardas9036         Pavarde9036  3  6  6  2  8 10  1  2  7  7  8 10  9  1  7  9 ; final points 7.72
Vardas1705         Pavarde1705  8  3 10  5  4  1  4  6  3  8  8  4  9  6  8  9 ; final points 7.72
Vardas9891         Pavarde9891  4  2  7  7  3 10 10  3  2  7  9  7  1  7  8  9 ; final points 7.72
Vardas2836         Pavarde2836  5  9  3  9  1  3 10 10  8  9  3  6  5  4  2  9 ; final points 7.72
Vardas1966         Pavarde1966  6  2  9  8  7  4 10  6  9  1  5  3  8  4  5  9 ; final points 7.72
Vardas9342         Pavarde9342  6 10  6  1 10  1  9  4 10  1  2  9  2  7  9  9 ; final points 7.72
Vardas9384         Pavarde9384 10  8  6  5  7  7  6  3  4  7  6  1  2  5 10  9 ; final points 7.72
Vardas4848         Pavarde4848  8 10 10  1 10  1  7  4  1 10  9  3  8  2  3  9 ; final points 7.72
Vardas4112         Pavarde4112  7  9  5  3 10  2  2  3  3  6  8 10  7  4  8  9 ; final points 7.72
Vardas4646         Pavarde4646  2  8  8  1  1  8  1  7  5 10  6  8  6  9  7  9 ; final points 7.72
Vardas4031         Pavarde4031  9 10  1  6  9 10  6  7  4  5  3  5  1  1 10  9 ; final points 7.72
Vardas4843         Pavarde4843  6  6  1  5  3  2  2  8  3  9  8  8  8 10  8  9 ; final points 7.72
Vardas3403         Pavarde3403  6  5  5  6  1 10  4  8  9  7  4  5  5  2 10  9 ; final points 7.72
Vardas3660         Pavarde3660  6  4  4  4  4  9  9  8  1  7  8  1  4 10  8  9 ; final points 7.72
Vardas4592         Pavarde4592  5  9  6  8  7  7  5  1  8  1 10  1  7 10  2  9 ; final points 7.72
Vardas5116         Pavarde5116  5  9 10  4 10  8  7  7  2  2  1  5  2  7  8  9 ; final points 7.72
Vardas2477         Pavarde2477  8  2  3  9  7  7  1 10  6  3 10  6  3  2 10  9 ; final points 7.72
Vardas9215         Pavarde9215  1  7  6  9 10  3  4 10  2  5  2  4 10  4 10  9 ; final points 7.72
Vardas3771         Pavarde3771  4  1  2  9  9  6 10  4  3  6 10  1  6  6 10  9 ; final points 7.72
Vardas8293         Pavarde8293  1  7 10  3  6  4  7  6  6  8  2  7 10  9  1  9 ; final points 7.72
Vardas8182         Pavarde8182  4  8  1  5 10  6  9 10  7  2  4  4  2 10  5  9 ; final points 7.72
Vardas90             Pavarde90  7  2  7  3  3  3  8  9  6  5  8  8  3  7  8  9 ; final points 7.72
Vardas7073         Pavarde7073  5  5  4  8  9  2 10  4  9  8  3  1  9  8  2  9 ; final points 7.72
Vardas4584         Pavarde4584  8  5  1  7  2  9  6  2  2  2  5  8 10 10 10  9 ; final points 7.72
Vardas7744         Pavarde7744  9  6  5  8  4  4  3  3  2  4  2  3  6  4  2 10 ; final points 7.73
Vardas2212         Pavarde2212  1  6 10 10  1  1  2  2  1  2  7  6  3 10  3 10 ; final points 7.73
Vardas1448         Pavarde1448  6 10  9  6 10  4  8  2  7  7  9  7  7 10  8  8 ; final points 7.73
Vardas6316         Pavarde6316  7  4  1  5  1  3  6  6  7  4  5  3  4  4  5 10 ; final points 7.73
Vardas423           Pavarde423  2  5 10  2  2  1  3  2  7  4  2  1  8  7  9 10 ; final points 7.73
Vardas3226         Pavarde3226  1  7  2  7  2  7  8  2  1  2  4  6  6  9  1 10 ; final points 7.73
Vardas6805         Pavarde6805  9  2  6  2  3  3  6  5  3 10  2  1  9  1  3 10 ; final points 7.73
Vardas5380         Pavarde5380  1  5  1  4 10  6  9  4  9  9  1  1  1  1  3 10 ; final points 7.73
Vardas1986         Pavarde1986  2 10  9  6  1  1  3  1 10  1  6  8  2  1  4 10 ; final points 7.73
Vardas3718         Pavarde3718  3  1  8  9  7  2  1 10  3 10  9  3  8  9  5  9 ; final points 7.75
Vardas3680         Pavarde3680  9  1  5  4  1  6  4  4  1  9  9  8  8 10  9  9 ; final points 7.75
Vardas9279         Pavarde9279 10  4  8  3  5  5  9  8  5  5  4 10  1  6  5  9 ; final points 7.75
Vardas2389         Pavarde2389  7  3 10  1  3 10  4  9  3 10  8  9  3  3  5  9 ; final points 7.75
Vardas7336         Pavarde7336 10  2 10  6  6  7 10  7  3  6  2  7  1  8  3  9 ; final points 7.75
Vardas2077         Pavarde2077  3  2  4  9  4  2  6 10  8  6 10  6  3  8  7  9 ; final points 7.75
Vardas737           Pavarde737  4  6  3  7  1  4  6  9  8 10  9  1  7  9  4  9 ; final points 7.75
Vardas9920         Pavarde9920  4  7  4 10  9  8  6  3  1  5  6  6  9  8  2  9 ; final points 7.75
Vardas7543         Pavarde7543  2  9  9 10  6  3  5 10  2 10  3 10  2  3  4  9 ; final points 7.75
Vardas2979         Pavarde2979  4  7  1  6  7 10  3  5 10  8  8  6  2  6  5  9 ; final points 7.75
Vardas1503         Pavarde1503  2 10  6  5  7  5  5  7  3  2  4  6 10  8  8  9 ; final points 7.75
Vardas7637         Pavarde7637  1  4  1  9  3  5 10  6  4  6  9  2  8 10 10  9 ; final points 7.75
Vardas9561         Pavarde9561  3  6  5  4  5  6  6  4  5  9  6  9  9  2  9  9 ; final points 7.75
Vardas1349         Pavarde1349  7  9  6 10  3  5 10  8  5  3  7  2  2  1 10  9 ; final points 7.75
Vardas9972         Pavarde9972  4  7 10  2  2 10 10  6  8  4  3  2  7  9  4  9 ; final points 7.75
Vardas1145         Pavarde1145  4  5 10  2  5  6 10  7  6  5  9  7  8  2  2  9 ; final points 7.75
Vardas6895         Pavarde6895  9  2  3  9  4  8  3  7  7  8  7  2  8  2  9  9 ; final points 7.75
Vardas5552         Pavarde5552  2 10  9 10  2  1  7  8 10  1  8  2  4  8  6  9 ; final points 7.75
Vardas8000         Pavarde8000  6 10  8  1 10  1  1  4 10  8  7  9  6  5  2  9 ; final points 7.75
Vardas8156         Pavarde8156  7  5 10  4  1 10  9  2  2 10  3  2 10  6  7  9 ; final points 7.75
Vardas9858         Pavarde9858  7  7  8  1  4  5  9  8  2  7  5  7  7  2  9  9 ; final points 7.75
Vardas5714         Pavarde5714  3  5  8  2  3  7  9  9  1  5  5 10  8  3 10  9 ; final points 7.75
Vardas3218         Pavarde3218  6 10 10  1  7  2  1  3  7  7  6  6  5  7 10  9 ; final points 7.75
Vardas5799         Pavarde5799  5 10  9  9  3  7  2  9  3  3  6  4  8  8  2  9 ; final points 7.75
Vardas8873         Pavarde8873  7  7  9  2  7  9  5  6  4  4  4  7  3 10  4  9 ; final points 7.75
Vardas4677         Pavarde4677  2  5 10  1 10  1  5  7  6  5 10  3  8 10  5  9 ; final points 7.75
Vardas5979         Pavarde5979  1  8  6  6  2  8  9 10  8  3  2  2 10  9  4  9 ; final points 7.75
Vardas6078         Pavarde6078  9  9  5  9  6  1  4  1  2  8  8  5  4 10  7  9 ; final points 7.75
Vardas4268         Pavarde4268  5  4  2  7 10 10  1  2  9  2  7 10  8  3  8  9 ; final points 7.75
Vardas6158         Pavarde6158  7  8  4 10  6  7  8  6 10  1  7  1  2  5  6  9 ; final points 7.75
Vardas3850         Pavarde3850 10  7  1  7  8  3  2  6  9  4  6  2  7 10  6  9 ; final points 7.75
Vardas7409         Pavarde7409  3  7  7  1  6  8  6  8  4  1  1  6  2  2  4 10 ; final points 7.76
Vardas463           Pavarde463  4  4  2  7  2  1  2  6  8  2  7  1  7 10  3 10 ; final points 7.76
Vardas6097         Pavarde6097  2  3 10  1  8  4  1  2  3  4  1  8  9  3  7 10 ; final points 7.76
Vardas9744         Pavarde9744  1  1  6  6  1  5  8  3 10  6  4  2  2  8  3 10 ; final points 7.76
Vardas5132         Pavarde5132  6  4  5  2  2  5  3  4  1  7  4  9 10  2  2 10 ; final points 7.76
Vardas398           Pavarde398  2  2  2  9  6  2  9 10  1  6  1  1  9  3  3 10 ; final points 7.76
Vardas4821         Pavarde4821  7  3  6  5  5  3  1  3  1  3  3  3  7  8  8 10 ; final points 7.76
Vardas8628         Pavarde8628  3  8 10 10  8  8  1  9  9  6  6  7 10  7  9  8 ; final points 7.76
Vardas9873         Pavarde9873  6  9  6 10  9  5  7  5  9  8  6  6  8  8  9  8 ; final points 7.76
Vardas9743         Pavarde9743  3  7  3  1  8  6  2  2  3  8  4  3  6  1  9 10 ; final points 7.76
Vardas164           Pavarde164  8  2  7 10 10  2  3  1  7  1  1  4  1  7  2 10 ; final points 7.76
Vardas1579         Pavarde1579  7  3  9  5  5  1  2  2  7  3  7  1  3 10  1 10 ; final points 7.76
Vardas7088         Pavarde7088  8  4  7 10  8 10 10  5 10  7 10  3  9  3  7  8 ; final points 7.76
Vardas4894         Pavarde4894  2  6  7  3  2  8  3  8  2 10  8  5  8  7 10  9 ; final points 7.77
Vardas555           Pavarde555  6  4  6  4  6 10  6  8  5  6  5  8  5  2  8  9 ; final points 7.77
Vardas6900         Pavarde6900  2  5  7  4  8  9  4  9  5  8  8  4 10  4  2  9 ; final points 7.77
Vardas7895         Pavarde7895  3  8  6  5  8  2  2  6  8  5  5  9 10  2 10  9 ; final points 7.77
Vardas2554         Pavarde2554 10  8  2 10 10  3  4  6  8  5  7  2  8  5  1  9 ; final points 7.77
Vardas1763         Pavarde1763  9 10  2  8  4  9  4  1 10  3  1 10  3  6  9  9 ; final points 7.77
Vardas8160         Pavarde8160  7  9  6 10  8  7  1  9  1  9  8  3  3  3  5  9 ; final points 7.77
Vardas3666         Pavarde3666  5  7  6 10  8  8  1  7  5  2  4  9  3 10  4  9 ; final points 7.77
Vardas1210         Pavarde1210  6  5  1  4  2  7 10  9  1  9  8  5  3 10  9  9 ; final points 7.77
Vardas8376         Pavarde8376  3  3  7  9  7  4  5  8  6  3  7  3  6 10  8  9 ; final points 7.77
Vardas6700         Pavarde6700  3  2 10  4 10  8  7  4  9  2  9  7  1  8  5  9 ; final points 7.77
Vardas3996         Pavarde3996  7  7  6  6 10  8  3  9  3  1  8  4 10  3  4  9 ; final points 7.77
Vardas179           Pavarde179  3  2  6  6 10 10  7  6  4 10  4  7  7  5  2  9 ; final points 7.77
Vardas8901         Pavarde8901  3  6  6  8  4  7 10 10  8  1  3  6  9  2  6  9 ; final points 7.77
Vardas7165         Pavarde7165  1 10  1  7  6  6  5  9  9  3  7  3  5 10  7  9 ; final points 7.77
Vardas5860         Pavarde5860  1  6  9  8  9  4  1  8 10 10 10  2  8  1  2  9 ; final points 7.77
Vardas7406         Pavarde7406  5 10  5  1  6  3  8  9  7  6  6  4  7  3  9  9 ; final points 7.77
Vardas2874         Pavarde2874  6  1  7  6  5  2  5  7  3  7  8 10  5 10  7  9 ; final points 7.77
Vardas4917         Pavarde4917  1  2  4  9  6  7  4 10  3  3  7 10  8 10  5  9 ; final points 7.77
Vardas9204         Pavarde9204 10  1  5  2  9  8  4  9  4  3  1  8 10  7  8  9 ; final points 7.77
Vardas5787         Pavarde5787  2 10  2 10  8  3  6  8  9 10  2  4  2 10  3  9 ; final points 7.77
Vardas7212         Pavarde7212  3  4  5  7  6  5  3  7  6  2  5 10 10  7  9  9 ; final points 7.77
Vardas2270         Pavarde2270  7  1  7  7  9  1 10 10  3  2  3  8  6  7  8  9 ; final points 7.77
Vardas7929         Pavarde7929  2  9  4  5 10  6  3  9  5  4  4  8  9  3  8  9 ; final points 7.77
Vardas3136         Pavarde3136  2  7  5  4  7  6  8  8  8  6  6  2  8  4  8  9 ; final points 7.77
Vardas9521         Pavarde9521  7  5  5  5  5  8  4  8 10  8 10  4  2  3  5  9 ; final points 7.77
Vardas6537         Pavarde6537  3  4  9 10  2  1  4 10 10  2  7  1 10 10  6  9 ; final points 7.77
Vardas1538         Pavarde1538  4  4  2 10  4  6  1  4 10  5  4  4  1  1  7 10 ; final points 7.79
Vardas4275         Pavarde4275  9  4  9  9  2 10  9 10 10  4  9  8  5  4 10  8 ; final points 7.79
Vardas442           Pavarde442  7  6  1  6  7  1  3  2 10  3  8  1  4  4  4 10 ; final points 7.79
Vardas231           Pavarde231  3  5  1  2  1 10  4  1  9  1  7  4 10  3  6 10 ; final points 7.79
Vardas8926         Pavarde8926  5  2  2  6  5  6  6  6  6  4  1  3  5  4  6 10 ; final points 7.79
Vardas2162         Pavarde2162  4 10  1  1  2  9  5  5  1  2  5  8  2  7  5 10 ; final points 7.79
Vardas9538         Pavarde9538  3  4  3  8  6  4  4  3  3  3  8  1  6  9  2 10 ; final points 7.79
Vardas5651         Pavarde5651  3  3  1  7  5  7 10  1  5  4  7  4  3  1  6 10 ; final points 7.79
Vardas4380         Pavarde4380  5  5  6  6  1  2  9  7  5  3  9  1  1  1  6 10 ; final points 7.79
Vardas9952         Pavarde9952  4  1  8  4  8  2  2  1  5  7  4  9  2  7  3 10 ; final points 7.79
Vardas8018         Pavarde8018  4  8  8  1  4  1  3  7  4  3  8  5  1  9  1 10 ; final points 7.79
Vardas4762         Pavarde4762  8  3  3  2  1  2  8  9  4  4  8  9  2  1  3 10 ; final points 7.79
Vardas330           Pavarde330  1  3  3  1  1  8  6  7  6 10  6  2  4  2  7 10 ; final points 7.79
Vardas3962         Pavarde3962  8  3  5  8  4  4  3 10  4  7  4  7  8  9  6  9 ; final points 7.80
Vardas6349         Pavarde6349  6  5  6  1 10  7  5  4  7  1 10  6  9  9  4  9 ; final points 7.80
Vardas714           Pavarde714  8  7  2  5  6  5  2  8  7  9  3  7  8  6  7  9 ; final points 7.80
Vardas9089         Pavarde9089  9  2  5  8  9 10  7  3  3  9  3  4  4  4 10  9 ; final points 7.80
Vardas5056         Pavarde5056  9  6  1 10  6  1  7  4  9  7  2  3  5 10 10  9 ; final points 7.80
Vardas9106         Pavarde9106  4  1  9  8 10  4 10  7  6  9  2  1  1  8 10  9 ; final points 7.80
Vardas1008         Pavarde1008 10  5  1  8  9  5  7  8 10  4  4  7  3  1  8  9 ; final points 7.80
Vardas5214         Pavarde5214  7  4  6  2  9  1  7 10 10  2  8  5  4  5 10  9 ; final points 7.80
Vardas4985         Pavarde4985  9  2  9  9  5 10  9  1  3  6  3  7  3  6  8  9 ; final points 7.80
